Location,link,writer,time,text
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocLAf3JFFyppdJkE4VH9w_MFC1P9um_Ga_d0CjALFD3pvpfhBQ=w43-h43-p-rp-mo-br100,shelly ford,a year ago,Complete neglect. I broke my back and complained about a nurse whe was arguing with me and now I'm a perya on untit 51  talked to staff manager my treatment on has gotten worse. Can't walk ask for wheelchair.....its gone! They won't go look …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjVtW7T4nftnU5fvo0U3-zc-mD2QtTm83-pp2WJ5WjnmU2I0gwE=w43-h43-p-rp-mo-ba3-br100,Cathy Egras,a year ago,"I went for bunion surgery  and I was very anxious,  I don't like needles and the IV . The anasteologist  was AMAZING,  my surgery  went well. Then it was time for my 20 staples to come out,  The nurse that took them out was too AMAZING  and …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocLlVU7scFoKJPidNfCwYSYYh-0c0C4mOjOliYFmLjC-8_JSyQ=w43-h43-p-rp-mo-br100,Tyler Buck,a year ago,Worst hospital in the city my father in law was rushed there yesterday evening (November 27 2023) by ambulance he was out into a waiting room and is still in the waiting room 20 hours later I feel like this is unexceptable. If you don’t …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWejG6GDtQtvFzYgag0vvh5LxCzt-pE23XDw4oNTy1r6EqsK-ZO=w43-h43-p-rp-mo-ba3-br100,Rajib Sikder,3 years ago,"My wife delivered a baby boy in this hospital and we are very satisfied with the service. Before going to this hospital, I checked google reviews and felt disappointed. But the actual service was exactly opposite (super super good). Their …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocKwQXTFmn-GDDL_cYHu7UW-jOO6Tf8Ty2ykAGBnIYV52a3UbA=w43-h43-p-rp-mo-br100,K. Wolf,11 months ago,Absolutely disgusting care for addictions patients. Do not bring your family members suffering from addiction here unless you want them to get worse. …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocIWyX8V9X6DXl_EySfYVwLPQOYfSgXJWaQrG52ja6i-QjqO5Q=w43-h43-p-rp-mo-br100,Naziya Suhel Hotelwala,2 years ago,"What a great Hospital Misericordia is.
Very neat and clean atmosphere around.
I had amazing delivery experience,my husband wasn't be able to reached at …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocIKDy90BqVC6WWBFgTR0LtoVppr-hiMYt4sZ42ENp-Lmd6rwA=w43-h43-p-rp-mo-br100,Aazam Nikzad,a year ago,"I've been brought to Misericordia Community Hospital by ambulance, and I've been sitting here with an injured leg, hip, and lower back for over three hours without any care. When I expressed that my pain is worsening in my hip and lower …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWShmPEK1RXTW03av9QTgG4urUQon0OaIgnZlumsgjYVGGTw6yxVg=w43-h43-p-rp-mo-ba6-br100,Rahat Aziz,a year ago,"Excellent service and they are very supportive. Recently, an emergency unit also opened here."
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocI4qUtZE3XAK8atnmbfFYX6JueG-GHMGVfzEWVjVkjlki0rWw=w43-h43-p-rp-mo-br100,Alex Cooper,a year ago,"Oh you're in pain and have an issue?

Please see our triage nurse, alright done. Now let's get you seated in the …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocJssSKYUr1LcFuyg-W3tXxa0PcaTiYyWSEcnA1LRuhKtkYpJg=w43-h43-p-rp-mo-ba3-br100,R Brunet,a year ago,"I’m not going to comment on the hospital itself, but on one nurse in particular. She works on the fifth floor and her name is Fiona. This woman is an absolute credit to her profession. Kind, caring and takes the time to comfort you when …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocLUdVmFXS60dHc1hOcdAvZetaqF2QuLwVW05QecK2HaOKAJHQ=w43-h43-p-rp-mo-br100,Souvendradev.yerriah Yerriah,6 months ago,I had a dislocated shoulder.Came to emergency at 15:30 hrs and even past midnight i was not seen by a doctor.The staff would keep saying 2 hrs wait every time.The medical attention is worse than the third world country.
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjX-kI65VgQ1h6X2lyT7JnEaCk_AuMllEnlNsbw6arohy7l_AJ_w=w43-h43-p-rp-mo-br100,Jeffrey Soosay,a year ago,I had left my wallet on a bed in the emergency room and got moved to the seats to wait and not even 3 minutes of moving the cleaners had too it and it was never turned into lost and found the nurses were nice but since then I've never gotten or even heard if they found it it's been 2 weeks
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjURQpFRmBH8IiVzeq1S9tislyPN1bJSd2ADMNwABP0V8zCXhe0W=w43-h43-p-rp-mo-br100,B M,3 years ago,"Just had my baby here, it was a emergency c section. The staff that helped and reassured me when I was in so much pain with contractions and even in the operating room were so greatly appreciated. Then when we got checked into our room our …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocJE8Zb8xfoiKWjO2wS1klv8gdN941-CIea30J1dATKw2brhwQ=w43-h43-p-rp-mo-br100,Loki Mischief,a year ago,"Unit 5W, you are brimming with amazing staff (though perhaps a tad crazed for their hometown Oilers), like Ada a lovely human being, filled with compassion and good cheer. …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWh37Cik03xFFUex_lsBXG9G6dlVymNw2ystKwgM9s8GWVUCuq7Cg=w43-h43-p-rp-mo-br100,Seanna Lapatak,2 years ago,If I could give 0 Starz I definitely would! My daughter was rushed in by ambulance because she had a seizure.. they brought her to emergency and she was put in the waiting room.. while waiting she not only had another seizure but also had a …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocLi7nvYhPzbEqXUJncNFI1uK9PCC4Tm-e7skwuV1ZWxyO5QhA=w43-h43-p-rp-mo-br100,chloe vandemark,2 years ago,I passed out twice in the span of a few hours. Once in front of a nurse. I was complaining of chest pain and kidney pain the entire time. I was sent to a covid room and wasn’t checked on once except for a nurse to take a second ECG. I then …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjVHl5IARzmb0tPtDyo9hiTyV8rBNtpIeS_fjzMxnUTsWMPovY8qUg=w43-h43-p-rp-mo-ba4-br100,Karla Enchill,a year ago,"The nurses on level 5 surgery in patient are great, especially Jamsen, what a sweetheart. The hospital loses a star because I feel like I waited too long in emerg. Once I was in and the doc looked at me, I was in emergency surgery less than an hour after. Just wish I was prioritized better"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWMEyWUucLxv04HaX0quT7-wbwzuzXECZFaYoL2c8jpl-xwjYI=w43-h43-p-rp-mo-br100,shilpa rana,2 years ago,"Very disappointed with their staff behaviour, they are very rude, unprofessional, do not care about patients at all, I was there with my sister, they never sanitize anything in the room, i was there for 3 days they didn’t even sweep and …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWWFPL63ZlNlA5lfBFJsCsbpvP_NDPB3XEv9xoNQ7GEDzmjjho=w43-h43-p-rp-mo-ba2-br100,Pinoy Adventure,9 months ago,"Thanks to heather in labour and delivery area, who help us, during my wife labour,she is amazing .she always there for us and give us a postive vibes.she didn’t left us .she always on monitor for the patient safety. Big thank you for your …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocJf1VTf-MBFSI-x6iNFw5p9bJPdqHHMJ0b6u0N7EmIcSYwbDA=w43-h43-p-rp-mo-br100,Kathleen Chiasson,a year ago,The nurses in the NICU are absolutely AMAZINGGGG! I spent a week on the unit with my newborn and the treatment and level of compassion we received was hands down the best I've ever experienced. Shout out to all the nurses and professionals who kept me emotionally sound while going through this very difficult time!!
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWc4U8oScYMK_duNSRQvKL3TGjC8aQ-e782UcxQZFC8snxvko8Q=w43-h43-p-rp-mo-br100,Lexi Miller,4 years ago,I had my son here in late March and the L&D nurses and doctors were absolutely amazing. They were all so kind and caring. They checked on me ever half hour at least and came right away if I needed help. Every nurse I had was so sweet to me. …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWGobVpc0X04xGvrQe2WIrlqbmDb1RUNFuI7THJBFNqhDyISeRP=w43-h43-p-rp-mo-br100,BALU JOSEPH,2 years ago,"We have an incident happened today while coming  out from the hospital after visiting our family, my wife fell  down in the entrance and broke  her arms , but no one was there to take care , even it happened in the hospital property. We …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjW1Atdj7jR-vPcPKSZHqCJmN-jTq5VRL8ppLW5wBdXBvPYnJpBI=w43-h43-p-rp-mo-ba3-br100,Pj Williams,5 years ago,"Not what I expected from what once was a terrific hospital. I am sorry, the place is pathetic and not organized. The emergency staff nurses/ doctors are horrible, there isn't any compassion or sympathy for people who are really sick. I …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjVYUtJHU6hS6odOQGKilNs2bS1JEIcuLpVO1G7C3l3HCwebVdrX=w43-h43-p-rp-mo-br100,Yassine Naor,8 months ago,"Big up and big Thanks to Doctor Mohiddine at the Emergency ….
And all the nurses and the other doctors (I don’t have there names) lot of professional people …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWL7EpqQeieyG0vPFHPzxbLOs9w9OgEi9eJUgGL0ehQO66L9SY=w43-h43-p-rp-mo-ba5-br100,Mohamed Elsanabary,3 years ago,I had a horrible experience with this hospital. I went to this hospital by EMS at around 5:20 pm. I was so sick and couldn't set at all. Waited until 12:00 am with no help just sitting on a wheel chair!!!!! The triage called my name around …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocK9k3Xu5Lg8SmvsnhStufM0aLmM-Pa3k76PBuwCZXionkNeew=w43-h43-p-rp-mo-br100,Todd Half,a year ago,"I went here for severe alcohol withdrawal, now I know there's a stigma about being native and a recovering alcoholic or ""frequent flyer"" that should not matter. Alcoholism sucks but its the staffs job to take care of you and not talk about …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWCHkubFMkv36BvDcqFaP7r6PT0QZWorvrG_W5oNvbdb03NrIxSYA=w43-h43-p-rp-mo-br100,Alexandra McTavish,2 years ago,I would give a 0 if possible. This is the worst hospital I have ever been too. I have been here on several occasions ranging from stomach issues to being hit by a car (The doctor didn't even check for brain bleeds and the triage nurse …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocLXOB5DKj_KUj0kDXlgL9xRF1cd3KARb8yRg7vcy8NUqXqybw=w43-h43-p-rp-mo-br100,David Bielak,2 years ago,"Thanks for kicking me out of the hospital while I was not in a capacity to make safe decisions regarding my own care. I arrived in an ambulance and I don’t remember anything that happened that night, all I remember is being asking multiple …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWd3Bwl_sXvhc_g8ai1o4l6OOahGtslm-hBFUbANUJQoJ_H0BHEPw=w43-h43-p-rp-mo-ba3-br100,Amy Lodermeier-Waters,4 years ago,"I went into the emerg department yesterday morning, for a d and c on the advice of my ob. My experience was a great as can be expected given the situation. I waited about 6 hours before my surgery, which is to be expected for a non emergent …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocKnMiIhqhNF7sNo2lyhzAFiZWilnXsRfwgpa9nTX9avphhLJw=w43-h43-p-rp-mo-ba3-br100,Areissy LS,7 years ago,"Really HORRIBLE experience! I've been here several times, not because I am sick but my husband or my daughter was. Every time we went here, the waiting time is ridiculously long and staff were unfriendly. This hospital is a 5 minute drive …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocIcn3ZUcIijXMZEIKFsyv3KQ0A5ug1GS_zeydRjZN-C3AHqSg=w43-h43-p-rp-mo-br100,Ariel P,a year ago,"I went to get iron infusions sessions twice
And it’s easy to find room. Welcoming natured TIM at front assisted me very nicely. …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjXK21Ies63T4NLgDYJjM2UL7TmWXtTki_tYTyl6oL_IHSFVjYhx=w43-h43-p-rp-mo-br100,A Feakes,2 years ago,"Last night I called healthlink and they told me to go to emergency instead of a walk in, I regret listening. I arrived to the Misericordia around 7 for chest pain and esophagus issues, it took the women 10 minutes just to sign me in, she …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjVKWsyZrhUb-5PkRtLh95qTGyaKrhhSLze-9XshSAVNH5nLKLTl=w43-h43-p-rp-mo-br100,K A,a year ago,"I ended up at the Misericordia after breaking my ankle in 3 places.  I was brought there by ambulance.  I was given something for the pain.  X-rayed, leg reset, operated on, and moved to post-op for a week until the pain was manageable. …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjXAjVbioz3MNf1colJBF4kH1rmUpBtHgsP9lcp9JqO5sH4hVHXV=w43-h43-p-rp-mo-ba4-br100,Tyler Childs-Villeneuve,3 years ago,I went in because I had a pain below my ribs and by my back. I arrived at 11:40PM and wasn't able to get a bed until about 3am. I know these guys were doing what they could and I was happy with how accommodating and helpful they were to me. …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocJZv1HuzMgVxqHhaZAhvAtQEYNEs8Zd9_u84M85fdZBt52nAQ=w43-h43-p-rp-mo-ba3-br100,R G,a year ago,"I recently learned firsthand  that the post surgery unit is woefully understaffed and, in many instances the staff is underqualified. A few nurses do an excellent job but too many of them just show up to collect a paycheck and are unresponsive to patients needs."
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocJxc6uuyOhuYf6jk6X1ZphTrv6uYGJjvmHIW_lJTasMURyedw=w43-h43-p-rp-mo-br100,quadeer khan,3 years ago,This morning i have been to the hospital along with my spouse and my son who is 3years old while my spouse attended her routine pregnancy stress test meantime we were at waiting area my son wandering at the waiting area had crossed the …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjWg9LfuRI8KSx4A6Vg6zJIVggNu24srJGr4RN0Zxr_Sro5BCtvK=w43-h43-p-rp-mo-ba4-br100,Kristine Trautman,6 years ago,"I have lived in the Edmonton area for 20yrs now and have been to several of the hospitals for a variety of reasons.  (5 children born here and several surgeries).  The Misericordia may be the older and outdated, but older outdated has …"
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjVTDgNjUnBjtuPsnMgZSSNNW_rPnUpZehDjyCupedzanAyTUEo70w=w43-h43-p-rp-mo-br100,M K,5 years ago,Of course the reviews aren’t 5star because it’s not a hotel and nobody likes hospitals. ??????? But I had both my deliveries there and really liked the staff who gave me enough privacy during labour and never pressured me into anything I did …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a-/ALV-UjURdcrciC0xaXrO1kC7_nYaeD_XEk-IiO3Pkuyi6BycCPo6MGvy=w43-h43-p-rp-mo-ba5-br100,Lis Marie,6 years ago,Normally this hospital used to be my top choice but for the past couple of visits it was awful! I mean the nurses and doctors are great but it's very chaotic. My boyfriend waited in the emergency room for over 4 hours to even get into a …
"Misericordia Community Hospita,AB",https://lh3.googleusercontent.com/a/ACg8ocJ8wvP3vF80DXQDx6HCdcY7Vbas9aoKJ40zQKD4fVqDJD0CCg=w43-h43-p-rp-mo-br100,Nicole S,5 years ago,"Terrible experience here on Friday (July 12th, 2019). Arrived at about 9:00 PM with horrific food poisoning; extremely dehydrated, dry heaving bile, blood in stool. I suffered through intake and the nurse told me to sit down and wait. …"
